"order_id";"account_id";"bank_to";"account_to";"amount";"k_symbol"
33325;2657;"QR";"74292081";2174.00;"SIPO"
33326;2658;"WX";"70099252";486.00;"SIPO"
33327;2658;"MN";"3748625";1367.00;" "
33328;2658;"CD";"91022419";417.00;"POJISTNE"
33331;2661;"GH";"84294449";4764.00;"SIPO"
33332;2662;"OP";"1110756";3625.00;"SIPO"
33333;2663;"KL";"81498741";3877.00;"SIPO"
33334;2664;"UV";"60040694";3453.00;"SIPO"
33335;2664;"QR";"12188804";475.00;" "
33336;2666;"UV";"53003144";647.00;"SIPO"
33337;2666;"EF";"41393333";1287.00;" "
33338;2667;"ST";"2693307";2180.00;"SIPO"
33339;2668;"YZ";"53599059";9884.00;"SIPO"
33344;2670;"AB";"38848883";3978.00;"SIPO"
33345;2670;"CD";"70427286";4754.00;" "
33346;2671;"QR";"40581232";1984.00;"SIPO"
33347;2672;"OP";"87283455";2111.00;"SIPO"
33348;2672;"IJ";"41447466";211.00;" "
33349;2673;"QR";"44548678";1759.00;"SIPO"
33350;2673;"MN";"7310396";4111.00;" "
33351;2676;"OP";"32712727";1510.00;"SIPO"
33352;2676;"IJ";"56445985";1339.00;" "
33353;2676;"ST";"71575033";2348.00;"POJISTNE"
33354;2677;"QR";"72427195";3926.00;"SIPO"
33355;2677;"KL";"17019027";641.00;" "
33356;2677;"YZ";"61867588";1599.00;"POJISTNE"
33357;2677;"YZ";"80062365";158.00;" "
33358;2678;"EF";"97883551";3793.00;"LEASING"
33359;2679;"AB";"25353056";3842.00;"SIPO"
33360;2681;"ST";"19728160";4662.00;"SIPO"
33361;2681;"IJ";"27633780";1560.00;"LEASING"
33370;2685;"CD";"35602325";2576.00;"SIPO"
33371;2686;"OP";"79690658";1996.00;"SIPO"
33372;2687;"EF";"74690037";3830.00;"SIPO"
33373;2688;"YZ";"18395823";2802.00;"SIPO"
33374;2689;"YZ";"50778090";2727.00;"SIPO"
33375;2689;"UV";"36906784";2121.00;" "
33376;2690;"YZ";"55287820";2017.00;"SIPO"
33377;2691;"OP";"20484054";1370.00;"UVER"
33378;2692;"GH";"59398072";3386.00;"SIPO"
33379;2693;"IJ";"79708873";5852.00;"SIPO"
33380;2694;"ST";"95437645";3532.00;"SIPO"
33381;2694;"GH";"45261365";7636.00;"UVER"
33382;2695;"ST";"45832115";3923.00;"SIPO"
33383;2696;"OP";"90366512";3115.00;"SIPO"
33384;2697;"GH";"87258666";378.00;"SIPO"
33385;2697;"GH";"34090870";3142.00;" "
33386;2697;"EF";"3080630";629.00;"POJISTNE"
33387;2699;"AB";"41725951";4816.00;"UVER"
33388;2699;"IJ";"10817695";3743.00;"SIPO"
33389;2699;"CD";"32435608";662.00;" "
33390;2700;"GH";"2221990";5221.00;"SIPO"
33391;2700;"YZ";"95353859";6129.00;" "
33392;2700;"QR";"52413690";1123.00;"POJISTNE"
33393;2700;"OP";"33791315";2323.00;" "
33394;2701;"MN";"46385306";489.00;"SIPO"
33395;2701;"MN";"24402356";5761.00;" "
33396;2702;"WX";"31848305";3537.00;"SIPO"
33397;2702;"WX";"90875982";29.00;" "
33398;2703;"AB";"7336545";2082.00;"SIPO"
33401;2705;"YZ";"50098043";2608.20;"UVER"
33402;2705;"GH";"33252960";10723.00;"SIPO"
33403;2707;"QR";"17847508";3032.00;"SIPO"
33404;2707;"GH";"63447183";2546.00;" "
33405;2709;"CD";"63955408";1969.00;"SIPO"
33406;2709;"UV";"79388266";39.00;" "
33407;2709;"KL";"95859038";16.00;"POJISTNE"
33408;2711;"MN";"40865373";7300.00;"SIPO"
33409;2711;"ST";"19293779";871.00;"LEASING"
33410;2712;"EF";"14783954";2976.00;"SIPO"
33411;2713;"UV";"34315210";3387.00;"SIPO"
33412;2715;"WX";"67997187";1707.00;"SIPO"
33413;2715;"CD";"56625884";216.00;" "
33414;2715;"KL";"7159662";296.00;"POJISTNE"
33415;2716;"QR";"36398339";989.00;"SIPO"
33416;2716;"UV";"78199630";7456.00;" "
33417;2717;"MN";"72128897";2271.00;"SIPO"
33418;2719;"AB";"84430861";2889.00;"SIPO"
33419;2720;"ST";"27251911";2608.20;"UVER"
33420;2720;"YZ";"96241729";6206.00;"SIPO"
33421;2720;"AB";"33301061";4719.00;" "
33422;2721;"QR";"69068598";1544.00;"SIPO"
33423;2721;"QR";"48024463";2200.00;" "
33424;2721;"MN";"20500302";179.00;"POJISTNE"
33425;2721;"ST";"69458347";73.00;" "
33426;2722;"KL";"4174536";1671.00;"SIPO"
33427;2723;"KL";"3428757";5546.00;"SIPO"
33428;2724;"ST";"4672384";6399.00;"SIPO"
33429;2725;"CD";"59237199";3197.00;"SIPO"
33430;2725;"WX";"80807143";66.00;" "
33431;2725;"IJ";"64775931";461.00;"POJISTNE"
33432;2725;"WX";"31665891";1934.00;"UVER"
33433;2726;"EF";"2342153";5297.00;"SIPO"
33434;2728;"OP";"99268948";2607.00;"UVER"
33435;2728;"EF";"96346175";11222.00;"SIPO"
33436;2729;"AB";"18292260";8733.00;"SIPO"
33437;2730;"YZ";"36823308";2284.00;"SIPO"
33438;2731;"CD";"94928621";5044.00;"SIPO"
33439;2732;"ST";"11633754";1564.90;"LEASING"
33440;2733;"QR";"12963968";780.00;"SIPO"
33441;2733;"EF";"39144194";1545.00;" "
33442;2734;"YZ";"90248888";883.00;"SIPO"
33443;2734;"UV";"86357444";3310.00;" "
33444;2734;"UV";"25696611";1293.00;"POJISTNE"
33447;2736;"ST";"28956604";4604.00;"SIPO"
33448;2737;"WX";"2289492";4456.00;"SIPO"
33449;2738;"CD";"1114500";7762.00;"SIPO"
33450;2738;"YZ";"48380392";1152.00;" "
33451;2739;"WX";"92235922";414.00;"SIPO"
33452;2739;"AB";"56375890";4173.00;" "
33453;2742;"KL";"76674633";128.00;"SIPO"
33454;2742;"ST";"59019696";4878.00;" "
33455;2743;"ST";"1417857";3330.00;"SIPO"
33456;2743;"GH";"18241173";2811.00;" "
33457;2743;"QR";"20341313";1870.00;"POJISTNE"
33458;2744;"ST";"49756062";14384.00;"SIPO"
33459;2745;"AB";"76602530";1076.00;"SIPO"
33460;2745;"UV";"59444808";3461.00;" "
33461;2745;"KL";"40470147";1465.00;"POJISTNE"
33462;2745;"GH";"33104568";3525.00;" "
33463;2746;"QR";"11944139";2404.00;"SIPO"
33464;2747;"IJ";"7507563";3826.00;"SIPO"
33466;2749;"QR";"23250580";14520.00;"SIPO"
33467;2750;"UV";"35031116";1750.00;"SIPO"
33468;2750;"YZ";"25649327";2229.00;" "
33469;2751;"MN";"89055364";826.00;"SIPO"
33470;2751;"WX";"57857632";2957.00;" "
33471;2753;"GH";"41750717";2768.00;"UVER"
33472;2753;"MN";"97449540";6869.00;"SIPO"
33473;2754;"WX";"6736475";6985.30;"UVER"
33474;2754;"MN";"10118246";2882.00;"SIPO"
33475;2754;"QR";"77635740";226.00;" "
33476;2755;"MN";"81284296";504.00;"SIPO"
33477;2755;"AB";"13263649";3263.00;"SIPO"
33478;2756;"YZ";"94753807";8702.00;"SIPO"
33479;2757;"QR";"31494546";2077.00;"SIPO"
33480;2758;"QR";"46158099";4692.00;"SIPO"
33481;2759;"MN";"6377709";12692.00;"SIPO"
33482;2760;"OP";"87346362";5369.00;"SIPO"
33483;2760;"IJ";"9268027";4476.00;" "
33484;2761;"IJ";"99762063";6238.00;"SIPO"
33485;2762;"EF";"73534762";4641.00;"UVER"
33486;2762;"UV";"85078340";6892.00;"SIPO"
33487;2762;"CD";"75502043";733.00;" "
33488;2763;"MN";"62060552";4191.20;"LEASING"
33489;2763;"AB";"90810441";9480.00;"SIPO"
33490;2764;"ST";"22728401";1024.00;"SIPO"
33491;2764;"ST";"93326770";2382.00;" "
33492;2765;"CD";"33376592";5254.00;"SIPO"
33493;2766;"QR";"91327929";3498.00;"SIPO"
33494;2767;"UV";"37215685";4664.00;"SIPO"
33495;2767;"OP";"32782268";1333.00;" "
33496;2767;"GH";"97537642";1275.00;"POJISTNE"
33497;2768;"MN";"62968182";2155.00;"SIPO"
33501;2770;"YZ";"10137910";494.00;"SIPO"
33502;2770;"OP";"52641576";1582.00;" "
33503;2770;"GH";"41737938";494.00;"POJISTNE"
33504;2771;"IJ";"67174297";7288.00;"SIPO"
33505;2771;"IJ";"73423743";1479.00;"LEASING"
33506;2772;"ST";"65062320";7594.00;"SIPO"
33507;2773;"WX";"54261672";3354.00;"SIPO"
33508;2773;"UV";"95782577";154.00;" "
33509;2773;"WX";"5557954";36.00;"POJISTNE"
33510;2773;"IJ";"16981333";59.00;" "
33511;2774;"WX";"60773050";3628.00;"SIPO"
33512;2775;"EF";"66799968";3455.50;"LEASING"
33513;2775;"AB";"56198441";8691.00;"SIPO"
33514;2776;"QR";"40267509";1647.00;"SIPO"
33515;2778;"OP";"72472995";192.00;"SIPO"
33516;2778;"YZ";"18643141";5821.00;" "
33517;2779;"UV";"95626550";8262.00;"SIPO"
33518;2779;"QR";"69750815";34.00;" "
33519;2779;"YZ";"93445163";10.00;"POJISTNE"
33520;2779;"ST";"87464";5.00;" "
33521;2782;"IJ";"16703307";2602.80;"LEASING"
33522;2784;"MN";"51967656";3307.00;"SIPO"
33526;2787;"QR";"19312352";8356.00;"SIPO"
33527;2788;"OP";"74001586";3803.00;"SIPO"
33528;2789;"WX";"94019633";2965.00;"SIPO"
33529;2789;"YZ";"53360038";229.00;" "
33530;2789;"WX";"51038181";762.00;"POJISTNE"
33531;2790;"WX";"30340635";8862.00;"SIPO"
33532;2791;"GH";"13939756";3215.00;"SIPO"
33533;2792;"QR";"24712276";2327.00;"SIPO"
33534;2793;"EF";"41871547";2301.00;"SIPO"
33535;2795;"AB";"62608569";1722.00;"SIPO"
33536;2795;"EF";"22198647";6366.00;" "
33537;2795;"WX";"57666754";1869.00;"POJISTNE"
33538;2796;"ST";"33603441";3381.00;"SIPO"
33539;2796;"MN";"37211978";5291.00;" "
33540;2798;"WX";"61733460";6094.00;"SIPO"
33541;2799;"GH";"12735343";1043.00;"SIPO"
33542;2799;"WX";"8040637";4870.00;" "
33543;2799;"CD";"2489036";2493.00;"POJISTNE"
33544;2800;"OP";"95347153";8740.00;"SIPO"
33545;2801;"OP";"87508368";3524.00;"SIPO"
33546;2802;"ST";"44960343";2412.00;"SIPO"
33547;2803;"KL";"18263268";1904.00;"LEASING"
33548;2805;"IJ";"21232450";2017.00;"SIPO"
33549;2806;"MN";"74175697";5068.00;"SIPO"
33550;2809;"OP";"88213985";1764.00;"SIPO"
33551;2809;"ST";"59529948";6339.00;" "
33552;2810;"ST";"38680678";392.00;"SIPO"
33553;2810;"WX";"72857814";5828.00;" "
33554;2810;"WX";"18647271";977.00;"POJISTNE"
33555;2810;"IJ";"18043649";411.00;" "
33556;2811;"EF";"28944403";1980.90;"LEASING"
33557;2811;"WX";"92551469";14584.00;"SIPO"
33558;2812;"MN";"76939731";8211.00;"SIPO"
33559;2813;"OP";"75464439";798.00;"SIPO"
33560;2813;"GH";"57591462";4789.00;" "
33561;2813;"AB";"7243586";227.00;"POJISTNE"
33562;2813;"OP";"607473";957.00;" "
33563;2814;"QR";"14418357";2627.00;"SIPO"
33567;2816;"IJ";"98916184";3933.00;"SIPO"
33568;2816;"KL";"33418482";644.00;" "
33569;2818;"KL";"61242389";1194.00;"LEASING"
33570;2818;"OP";"17903107";8947.00;"SIPO"
33571;2819;"AB";"7996678";8713.00;"SIPO"
33572;2819;"OP";"41235882";748.00;" "
33573;2820;"WX";"69806456";1645.00;"SIPO"
33574;2820;"KL";"91463666";1322.00;"SIPO"
33575;2821;"EF";"85205876";3933.00;"SIPO"
33576;2821;"YZ";"58186644";2122.00;" "
33580;2823;"GH";"22294932";2210.00;"SIPO"
33581;2824;"EF";"94259202";7289.00;"SIPO"
33582;2824;"YZ";"96265625";841.00;"UVER"
33583;2825;"OP";"31306642";5284.00;"SIPO"
33584;2826;"EF";"23213660";5240.00;"SIPO"
33585;2827;"UV";"61289268";1756.00;"LEASING"
33591;2830;"AB";"33658105";6981.00;"SIPO"
33592;2830;"CD";"94782387";2150.00;" "
33593;2831;"MN";"83744406";3586.00;"SIPO"
33594;2831;"IJ";"53561782";793.00;" "
33595;2831;"IJ";"29570031";363.00;"POJISTNE"
33596;2831;"GH";"48501449";414.00;" "
33597;2832;"WX";"70201998";2122.00;"SIPO"
33598;2833;"CD";"87006002";2970.00;"SIPO"
33599;2834;"OP";"24967217";2515.00;"SIPO"
33600;2834;"GH";"82648515";1907.00;" "
33601;2834;"MN";"78759455";431.00;"POJISTNE"
33602;2834;"WX";"58814722";2726.00;" "
33603;2836;"CD";"56261038";9472.00;"SIPO"
33604;2838;"KL";"44696366";2802.00;"LEASING"
33605;2838;"YZ";"46153497";1948.00;"SIPO"
33606;2838;"IJ";"42194247";1370.00;" "
33607;2839;"CD";"85834467";3157.00;"SIPO"
33608;2839;"KL";"46831309";4885.00;" "
33609;2839;"MN";"26345074";369.00;"POJISTNE"
33610;2839;"CD";"79972260";166.00;" "
33611;2840;"QR";"79565185";3557.00;"LEASING"
33612;2840;"EF";"9861410";11282.00;"SIPO"
33613;2841;"AB";"5304688";3536.00;"SIPO"
33614;2842;"MN";"19413084";358.00;"SIPO"
33615;2842;"UV";"64184588";930.00;" "
33616;2842;"AB";"97435020";862.00;"POJISTNE"
33617;2843;"KL";"70247077";7746.00;"SIPO"
33618;2845;"EF";"94221847";6559.00;"SIPO"
33619;2846;"GH";"17155772";2457.00;"SIPO"
33620;2847;"QR";"9167498";5185.00;"SIPO"
33625;2849;"UV";"46355319";2704.00;"SIPO"
33626;2850;"QR";"60242688";2038.00;"SIPO"
33627;2853;"UV";"25895470";2472.00;"SIPO"
33628;2854;"UV";"42156320";4186.00;"SIPO"
33629;2855;"ST";"19678038";1589.00;"SIPO"
33630;2856;"YZ";"3529602";6599.00;"SIPO"
33631;2857;"WX";"60526561";6317.00;"SIPO"
33632;2858;"UV";"57180392";5333.00;"SIPO"
33633;2858;"YZ";"67071980";786.00;" "
33634;2858;"YZ";"6062734";500.00;"LEASING"
33635;2861;"GH";"70139986";2613.00;"SIPO"
33636;2862;"AB";"80541097";1371.00;"SIPO"
33637;2862;"CD";"24443286";5728.00;" "
33638;2863;"YZ";"43436944";945.00;"SIPO"
33639;2863;"QR";"88193910";5223.00;" "
33640;2864;"GH";"51518619";890.00;"SIPO"
33641;2864;"KL";"14610875";413.00;" "
33642;2864;"WX";"47772210";6308.00;"POJISTNE"
33643;2865;"QR";"75203019";3482.00;"SIPO"
33644;2865;"OP";"5581480";8.00;" "
33645;2865;"ST";"96803217";2.00;"POJISTNE"
33646;2865;"OP";"25167072";1.00;" "
33647;2866;"EF";"53555941";5711.00;"SIPO"
33648;2867;"EF";"91818844";7523.00;"SIPO"
33649;2868;"IJ";"78688722";3306.00;"SIPO"
33650;2869;"UV";"37169212";2562.00;"SIPO"
33651;2870;"WX";"9366387";5851.00;"SIPO"
33652;2871;"ST";"62647694";3829.00;"SIPO"
33653;2872;"CD";"99307715";4040.00;"SIPO"
33654;2872;"ST";"89302223";4059.00;" "
33655;2872;"EF";"76374816";4472.00;"UVER"
33656;2873;"WX";"11313259";3615.00;"SIPO"
33657;2873;"EF";"63152539";2925.00;" "
33658;2873;"EF";"4028761";761.00;"POJISTNE"
33659;2873;"OP";"80315440";693.00;" "
33660;2874;"EF";"91025083";2066.00;"SIPO"
33661;2876;"IJ";"30939269";5231.00;"SIPO"
33662;2877;"OP";"94405835";5305.00;"SIPO"
33663;2878;"IJ";"92538761";3192.00;"SIPO"
33664;2879;"WX";"51897668";7193.00;"SIPO"
33665;2880;"AB";"74414473";7501.00;"SIPO"
33666;2881;"YZ";"90429490";4639.00;"SIPO"
33667;2882;"MN";"48702168";4441.00;"LEASING"
33668;2882;"WX";"76007932";8002.00;"SIPO"
33669;2883;"IJ";"75625574";2497.00;"SIPO"
33670;2884;"UV";"41624492";3854.00;"SIPO"
33671;2885;"IJ";"81014710";7905.00;"SIPO"
33672;2886;"ST";"55240148";3472.00;"SIPO"
33673;2887;"KL";"73852997";5645.00;"SIPO"
33674;2888;"CD";"40461963";305.00;"SIPO"
33675;2888;"MN";"60675382";2087.00;"SIPO"
33676;2889;"UV";"95314317";3292.00;"LEASING"
33677;2889;"OP";"81463575";5038.00;"SIPO"
33678;2890;"AB";"53374159";2661.00;"SIPO"
33679;2890;"ST";"74552196";2992.00;" "
33680;2891;"QR";"1952332";4614.00;"SIPO"
33681;2891;"ST";"74825072";4928.00;" "
33682;2891;"AB";"25900477";1756.00;"LEASING"
33683;2893;"QR";"48678463";1503.00;"SIPO"
33684;2893;"GH";"98864054";751.00;" "
33685;2894;"CD";"24206251";3735.80;"LEASING"
33686;2895;"CD";"10887700";5598.00;"SIPO"
33687;2896;"OP";"14075744";1852.00;"SIPO"
33688;2896;"WX";"62635773";295.00;" "
33689;2897;"UV";"27572107";5751.00;"SIPO"
33690;2898;"CD";"96764617";6655.00;"SIPO"
33691;2899;"GH";"887281";7503.00;"SIPO"
33692;2901;"MN";"42160421";4936.00;"SIPO"
33693;2902;"QR";"5844581";825.00;"SIPO"
33694;2902;"ST";"44056862";5465.00;" "
33695;2903;"AB";"77294861";7826.00;"SIPO"
33696;2906;"IJ";"29248845";2454.00;"SIPO"
33697;2906;"QR";"22673285";6863.00;" "
33698;2906;"EF";"13827365";341.00;"POJISTNE"
33699;2907;"KL";"17701733";3983.00;"SIPO"
33700;2908;"YZ";"40506255";3207.00;"SIPO"
33701;2909;"KL";"14482391";7036.00;"SIPO"
33702;2910;"UV";"32031208";7291.30;"UVER"
33703;2910;"UV";"77491187";6778.00;"SIPO"
33704;2910;"OP";"4570603";7656.00;" "
33705;2911;"YZ";"52539229";617.00;"SIPO"
33706;2911;"CD";"6411171";4389.00;" "
33707;2911;"UV";"28014308";2572.00;"POJISTNE"
33708;2911;"KL";"26874399";1051.00;"LEASING"
33709;2912;"GH";"80799913";6336.00;"UVER"
33710;2913;"OP";"76905709";499.00;"SIPO"
33711;2913;"GH";"18112695";2481.00;"SIPO"
33712;2914;"WX";"71556800";1822.00;"SIPO"
33713;2914;"YZ";"60860872";3367.00;" "
33714;2916;"YZ";"28176665";2096.00;"SIPO"
33715;2916;"YZ";"12730980";635.00;" "
33716;2916;"YZ";"94931244";3630.00;"POJISTNE"
33717;2916;"WX";"87459617";2.00;" "
33718;2917;"KL";"62685650";6157.00;"SIPO"
33719;2918;"QR";"30644363";7997.20;"UVER"
33720;2918;"AB";"49901193";10487.00;"SIPO"
33721;2919;"ST";"15447330";7331.00;"SIPO"
33722;2920;"EF";"16727841";5493.00;"SIPO"
33723;2921;"YZ";"71265828";6797.00;"SIPO"
33724;2923;"GH";"9396666";2786.00;"SIPO"
33725;2925;"QR";"35286706";4297.00;"SIPO"
33726;2926;"WX";"66115546";1348.00;"SIPO"
33727;2926;"WX";"11561584";1093.00;" "
33728;2926;"GH";"88491463";868.00;"POJISTNE"
33729;2926;"UV";"98638396";699.00;" "
33730;2927;"YZ";"20619231";2025.00;"LEASING"
33731;2928;"UV";"24262804";3566.00;"SIPO"
33732;2929;"KL";"11338740";3658.30;"LEASING"
33733;2929;"ST";"1906198";226.00;"SIPO"
33734;2929;"QR";"86361235";11789.00;" "
33735;2930;"UV";"40203636";12032.00;"SIPO"
33736;2931;"QR";"47281336";2884.00;"SIPO"
33737;2932;"IJ";"13324618";3658.30;"LEASING"
33738;2932;"QR";"17844856";4920.00;"SIPO"
33739;2932;"KL";"90025215";26.00;" "
33740;2932;"UV";"90010833";4.00;"POJISTNE"
33741;2932;"QR";"33505654";7.00;" "
33742;2933;"YZ";"92012846";4542.00;"UVER"
33743;2933;"MN";"29096329";5907.00;"SIPO"
33744;2935;"UV";"54752987";2100.00;"SIPO"
33745;2936;"GH";"70934575";4247.00;"SIPO"
33746;2936;"OP";"93174194";8400.00;"UVER"
33747;2937;"IJ";"18161338";3230.00;"SIPO"
33748;2938;"ST";"98826944";3658.30;"LEASING"
33749;2938;"MN";"35517573";1996.00;"SIPO"
33750;2938;"AB";"20103186";2288.00;" "
33751;2938;"KL";"39321178";6758.00;"POJISTNE"
33752;2939;"GH";"76236229";2882.00;"SIPO"
33753;2940;"ST";"12957185";7156.00;"SIPO"
33756;2942;"QR";"93897425";2451.00;"SIPO"
33757;2942;"UV";"81376140";1072.00;" "
33760;2944;"QR";"674886";2984.00;"SIPO"
33761;2944;"MN";"7655978";615.00;" "
33762;2945;"AB";"32185286";1854.00;"SIPO"
33763;2946;"WX";"52027302";2672.00;"SIPO"
33764;2947;"QR";"70519995";2228.00;"SIPO"
33767;2949;"UV";"79491674";783.00;"SIPO"
33768;2949;"QR";"82074588";1268.00;"SIPO"
33769;2950;"QR";"59668195";8653.00;"SIPO"
33770;2951;"YZ";"2752936";743.00;"SIPO"
33771;2951;"QR";"88711630";1810.00;" "
33772;2951;"QR";"71099632";462.00;"POJISTNE"
33773;2952;"YZ";"60263645";1629.00;"SIPO"
33774;2952;"QR";"47959893";750.00;"SIPO"
33775;2953;"MN";"9888029";580.00;"SIPO"
33776;2953;"UV";"53719216";2848.00;" "
33777;2953;"KL";"50650024";1515.00;"LEASING"
33778;2954;"WX";"47941517";8306.00;"SIPO"
33779;2955;"QR";"2700269";3386.00;"SIPO"
33780;2956;"MN";"21069139";9042.00;"SIPO"
33781;2957;"UV";"65183514";4640.00;"SIPO"
33782;2958;"EF";"63280850";3261.00;"SIPO"
33783;2960;"WX";"53651827";8884.00;"SIPO"
33784;2961;"AB";"60457706";606.00;"SIPO"
33785;2961;"AB";"11433631";1055.00;"SIPO"
33786;2962;"YZ";"75064962";2604.50;"UVER"
33787;2963;"IJ";"31752610";5101.00;"SIPO"
33788;2964;"QR";"96140092";2306.00;"SIPO"
33789;2965;"MN";"62399500";2648.00;"SIPO"
33790;2966;"EF";"86442154";4560.00;"SIPO"
33791;2967;"QR";"98696469";2666.00;"SIPO"
33792;2967;"YZ";"72003149";1042.00;" "
33793;2967;"KL";"50707632";4489.00;"POJISTNE"
33794;2968;"AB";"52683812";1394.00;"SIPO"
33795;2968;"YZ";"56916338";2284.00;" "
33796;2971;"IJ";"96314990";3554.80;"LEASING"
33797;2972;"QR";"68329626";3554.80;"LEASING"
33798;2973;"IJ";"8758783";4373.00;"SIPO"
33799;2973;"CD";"26884633";212.00;" "
33800;2974;"MN";"42395120";1546.00;"SIPO"
33807;2976;"IJ";"31364357";8473.00;"SIPO"
33808;2977;"UV";"10316992";1727.00;"LEASING"
33809;2977;"IJ";"47011393";3055.00;"SIPO"
33810;2978;"MN";"20491338";3212.00;"SIPO"
33811;2979;"QR";"8953369";3494.00;"SIPO"
33812;2980;"GH";"92280965";3316.00;"SIPO"
33813;2981;"CD";"49108111";2022.00;"SIPO"
33814;2982;"AB";"34302795";3438.00;"UVER"
33815;2982;"KL";"40149122";8143.00;"SIPO"
33816;2982;"EF";"48207306";164.00;" "
33817;2982;"OP";"37620991";226.00;"POJISTNE"
33818;2982;"ST";"51036828";23.00;" "
33823;2985;"YZ";"80860942";2113.00;"SIPO"
33824;2986;"MN";"61638289";3301.00;"SIPO"
33825;2986;"CD";"64366233";1390.00;" "
33826;2986;"WX";"94623159";1033.00;"UVER"
33827;2987;"QR";"71831965";5569.00;"SIPO"
33828;2988;"IJ";"47759002";7384.00;"UVER"
33829;2989;"QR";"70749723";3395.00;"SIPO"
33830;2990;"KL";"10709649";22.00;"SIPO"
33831;2990;"GH";"22984445";2704.00;" "
33832;2991;"EF";"62427842";9220.00;"SIPO"
33833;2991;"CD";"47281420";121.00;" "
33834;2991;"MN";"70128237";7.00;"POJISTNE"
33835;2991;"IJ";"62011402";107.00;" "
33836;2992;"OP";"59211057";5396.00;"SIPO"
33837;2994;"WX";"20186478";3217.00;"SIPO"
33838;2994;"WX";"65474504";1354.00;"UVER"
33840;2996;"ST";"55056405";7282.00;"SIPO"
33841;2996;"WX";"21435213";15.00;" "
33842;2996;"MN";"47044444";99.00;"POJISTNE"
33843;2996;"EF";"27229410";402.00;" "
33844;2997;"MN";"27474618";1978.00;"SIPO"
33845;2998;"OP";"27213704";3170.00;"SIPO"
33846;2998;"MN";"53139364";28.00;" "
33847;2998;"EF";"11165088";3.00;"POJISTNE"
33848;2999;"KL";"27672302";2806.00;"SIPO"
33851;3004;"YZ";"61573129";1522.00;"SIPO"
33852;3004;"GH";"60290586";1572.00;"SIPO"
33853;3005;"CD";"95518534";8125.30;"UVER"
33854;3005;"IJ";"33958757";6883.00;"SIPO"
33855;3005;"AB";"44410479";7696.00;" "
33856;3006;"YZ";"98815863";3783.00;"SIPO"
33857;3007;"CD";"27930361";983.00;"SIPO"
33858;3007;"KL";"5890685";1405.00;" "
33859;3007;"UV";"2805859";5596.00;"POJISTNE"
33860;3007;"ST";"61215889";997.00;" "
33861;3008;"QR";"79819476";2120.00;"SIPO"
33862;3009;"OP";"71009987";2739.00;"SIPO"
33863;3011;"GH";"88863443";2042.00;"SIPO"
33864;3011;"WX";"47335153";138.00;" "
33865;3012;"YZ";"76434039";2601.00;"SIPO"
33866;3013;"YZ";"42602026";3064.00;"SIPO"
33867;3014;"OP";"52151411";4187.00;"LEASING"
33868;3015;"WX";"49125337";18.00;"SIPO"
33869;3015;"WX";"854856";2130.00;" "
33870;3016;"AB";"78590231";8517.00;"SIPO"
33871;3017;"QR";"89721834";3019.00;"SIPO"
33872;3017;"AB";"12489307";879.00;" "
33873;3017;"GH";"57924091";1173.00;"POJISTNE"
33874;3017;"MN";"8393472";1877.00;" "
33875;3021;"AB";"86677175";3241.80;"UVER"
33876;3022;"GH";"24765986";3170.00;"SIPO"
33877;3023;"OP";"15459257";2213.00;"SIPO"
33878;3024;"OP";"72384530";611.00;"SIPO"
33879;3024;"EF";"13622033";1650.00;"SIPO"
33880;3025;"EF";"14488661";3354.00;"SIPO"
33881;3026;"OP";"60199838";8024.00;"SIPO"
33882;3027;"MN";"37909793";2631.00;"SIPO"
33883;3028;"ST";"81761723";2200.00;"SIPO"
33884;3029;"ST";"89893799";1514.00;"SIPO"
33885;3030;"GH";"12182104";293.00;"SIPO"
33886;3030;"AB";"24432987";1795.00;" "
33887;3031;"KL";"53394967";2789.00;"SIPO"
33888;3032;"OP";"14357602";2858.00;"SIPO"
33889;3033;"YZ";"42934656";605.00;"SIPO"
33890;3033;"OP";"9593081";192.00;" "
33891;3033;"UV";"11267763";1137.00;"POJISTNE"
33895;3035;"KL";"58785599";7524.00;"SIPO"
33896;3035;"OP";"22791952";4919.00;" "
33897;3037;"KL";"19517636";7718.70;"UVER"
33899;3039;"YZ";"29247951";5035.00;"SIPO"
33900;3039;"YZ";"32417327";1233.00;" "
33901;3040;"ST";"27743059";2202.00;"SIPO"
33902;3041;"KL";"96395837";130.00;"SIPO"
33903;3041;"EF";"49177348";1827.00;" "
33904;3041;"MN";"11865109";743.00;"POJISTNE"
33905;3042;"UV";"51078170";2884.00;"SIPO"
33906;3042;"WX";"17494821";3459.00;" "
33907;3043;"QR";"90735184";2768.00;"SIPO"
33908;3044;"MN";"65354591";2756.00;"SIPO"
33909;3045;"WX";"59194171";2366.00;"SIPO"
33910;3046;"IJ";"27034569";1889.00;"SIPO"
33911;3046;"MN";"23135692";613.00;" "
33912;3047;"IJ";"75409131";2316.00;"SIPO"
33913;3048;"UV";"57049596";4631.20;"LEASING"
33914;3049;"OP";"65114086";1961.00;"SIPO"
33915;3050;"AB";"71189987";6907.50;"UVER"
33916;3050;"AB";"72762232";9716.00;"SIPO"
33917;3050;"AB";"62503671";119.00;" "
33918;3050;"CD";"93120836";41.00;"POJISTNE"
33919;3051;"WX";"89318686";4104.00;"SIPO"
33920;3051;"GH";"55203390";184.00;" "
33921;3051;"WX";"73282408";623.00;"POJISTNE"
